descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
Lindo apartamento mobiliado e decorado no coração do Cabral;Rua João Américo de OliveiraCuritibaParaná;['126'];[3];[2];[1];480000;380;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-116m2-venda-RS480000-id-2438386379/
APARTAMENTO com 3 dormitórios à venda com 115m² por R$ 340.000,00 no bairro Água Verde - CURITIBA /;Rua AmazonasCuritibaParaná;['115'];[3];[2];[1];340000;352;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-79m2-venda-RS340000-id-2527164045/
APARTAMENTO em CURITIBA - PR, no bairro Centro;Rua Prefeito João Moreira GarcezCuritibaParaná;['76'];[2];[1];[0];205000;600;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-76m2-venda-RS205000-id-2533250583/
APARTAMENTO com 2 dormitórios à venda com 50m² por R$ 163.900,00 no bairro Campo Comprido - CURITIBA;Rua Nicolau LatchocCuritibaParaná;['50'];[2];[1];[1];163900;260;https://www.vivareal.com.br/imovel/apartamento-2-quartos-campo-comprido-bairros-curitiba-com-garagem-45m2-venda-RS163900-id-2525424381/
CURITIBA - Apartamento Padrão - Cristo Rei;;['28'];[1];[1];[1];139700;290;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cristo-rei-bairros-curitiba-com-garagem-21m2-venda-RS139700-id-2534969618/
Curitiba - Apartamento Padrão - Campo Comprido;;['100'];[3];[2];[1];335000;1;https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-66m2-venda-RS335000-id-2519000273/
Apartamento Novo á Venda - Condomínio Clube - 3 Dormitórios - 1 Suíte - 2 Vagas;Avenida ParanáCuritibaParaná;['135'];[3];[2];[2];802000;550;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-86m2-venda-RS802000-id-2520107179/
Apartamento à venda, 53 m² por R$ 280.000,00 - Campo Comprido - Curitiba/PR;Rua João Alencar GuimarãesCuritibaParaná;['84'];[2];[2];[1];280000;469;https://www.vivareal.com.br/imovel/apartamento-2-quartos-campo-comprido-bairros-curitiba-com-garagem-53m2-venda-RS280000-id-2512935780/
Apartamento Semi-mobiliado - 3 Suítes - Churrasqueira - 2 Vagas;Rua Professora Doracy CezzarinoCuritibaParaná;['242'];[3];[4];[2];1243000;600;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-126m2-venda-RS1243000-id-2525832292/
Apartamento para venda com 88 metros quadrados com 2 suítes no Água Verde - Curitiba - PR;Rua Dom Pedro ICuritibaParaná;['135'];[2];[3];[2];836000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-88m2-venda-RS836000-id-2526080581/
APARTAMENTO com 3 dormitórios à venda com 140m² por R$ 795.000,00 no bairro Cabral - CURITIBA / PR;Rua Quintino BocaiúvaCuritibaParaná;['140'];[3];[2];[2];795000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-91m2-venda-RS795000-id-2430467706/
Lindo apartamento com 3 dormitórios 107 m² à venda;Avenida Sete de SetembroCuritibaParaná;['182'];[3];[3];[1];790000;842;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-107m2-venda-RS790000-id-2531833166/
Apartamento semi mobiliado 94 metros quadrados com 3 quartos em Vila Izabel - Curitiba - PR;Rua Professor Álvaro JorgeCuritibaParaná;[];[3];[3];[2];749900;650;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-94m2-venda-RS749900-id-2523772785/
Apartamento à venda com 86m², com 2 dormitórios, Ahú em Curitiba;Rua São Pio XCuritibaParaná;[];[2];[3];[2];743500;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ahu-bairros-curitiba-com-garagem-86m2-venda-RS743500-id-2537455701/
Apartamento para Venda em Curitiba, Alto Boqueirão, 3 dormitórios, 1 banheiro, 1 vaga;;['72'];[3];[1];[1];200000;280;https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-boqueirao-bairros-curitiba-com-garagem-60m2-venda-RS200000-id-2531850660/
Apartamento no Cabral - ARYA 1;Rua Chichorro JúniorCuritibaParaná;['166'];[3];[2];[2];690000;364;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-85m2-venda-RS690000-id-2503591387/
APARTAMENTO com 2 dormitórios à venda com 46.52m² por R$ 160.000,00 no bairro Uberaba - CURITIBA / P;Avenida Comendador FrancoCuritibaParaná;['46'];[2];[1];[1];160000;357;https://www.vivareal.com.br/imovel/apartamento-2-quartos-uberaba-bairros-curitiba-com-garagem-40m2-venda-RS160000-id-2519050785/
Apartamento 3 Quartos Semi Mobiliado no Residencial Pato Branco - CIC;Rua Frei Eurico de MelloCuritibaParaná;['65'];[3];[1];[1];186000;280;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cidade-industrial-bairros-curitiba-com-garagem-54m2-venda-RS186000-id-2533395880/
APARTAMENTO 2 DORMITÓRIOS no Água Verde - 1 VAGA - ESPAÇO GOURMET COM CHURRASQUEIRA;Rua AmazonasCuritibaParaná;['69'];[2];[1];[1];250000;255;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-48m2-venda-RS250000-id-2536950692/
Venda APARTAMENTO CURITIBA PR Brasil;Rua Brigadeiro FrancoCuritibaParaná;['95'];[2];[1];[1];501000;450;https://www.vivareal.com.br/imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-68m2-venda-RS501000-id-2537917305/
Musique Cristo Rei;Rua Humberto MoronaCuritibaParaná;[];[2];[2];[];575000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-72m2-venda-RS575000-id-2522237283/
FACE NORTE - 2 VAGAS PARALELAS - CHURRASQUEIRA;Rua Padre AgostinhoCuritibaParaná;['90'];[3];[2];[2];680000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-74m2-venda-RS680000-id-2436403795/
Ed.Platina |Apartamento Garden 2 Dormitórios |Suíte |Vaga |60m²Priv |Água Verde;Rua Francisco NegrãoCuritibaParaná;['75'];[2];[2];[1];385000;260;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-75m2-venda-RS385000-id-2521164278/
Apartamento à venda tem 72 metros quadrados com 3 quartos em Água Verde - Curitiba - PR;Travessa Capitão Clementino ParanáCuritibaParaná;[];[3];[3];[1];390000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-72m2-venda-RS390000-id-2525354545/
Apartamento á Venda - Face Norte - 1 Suíte - Churrasqueira - 2 Vagas;Rua Monsenhor Ivo ZanlorenziCuritibaParaná;['129'];[3];[2];[2];776000;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-89m2-venda-RS776000-id-2529518808/
Apartamento com 3 Suítesà venda, 119 m² por R$ 1.440.000 - Alto da Glória - Curitiba/PR;Rua Euzébio da MottaCuritibaParaná;['208'];[3];[3];[3];1440000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-120m2-venda-RS1440000-id-2507856627/
CURITIBA - Padrão - Campo Comprido;;['62'];[3];[1];[1];166000;181;https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-56m2-venda-RS166000-id-2489727325/
Apartamento com 3 quartos à venda por R$ 198000.00, 58.00 m2 - PORTAO - CURITIBA/PR;Rua Capitão Tenente Maris de BarrosCuritibaParaná;['66'];[3];[1];[1];198000;390;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-58m2-venda-RS198000-id-2532970105/
Apartamento para Venda em Curitiba, Cabral, 2 dormitórios, 1 suíte, 2 banheiros, 2 vagas;Rua Chichorro JúniorCuritibaParaná;['115'];[2];[2];[2];690000;;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabral-bairros-curitiba-com-garagem-85m2-venda-RS690000-id-2528046695/
BLUE GARNET A VENDA;Rua Professor Pedro Viriato Parigot de SouzaCuritibaParaná;['421'];[4];[5];[4];2585000;1;https://www.vivareal.com.br/imovel/apartamento-4-quartos-ecoville-bairros-curitiba-com-garagem-244m2-venda-RS2585000-id-2533029473/
Apartamento 3 quartos. 1 suíte. 1 vaga. Face Oeste - Sol da Tarde. 95,67 m² privativos. 1 vaga. R$ 8;Avenida Visconde de GuarapuavaCuritibaParaná;['95'];[3];[2];[1];823950;;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-95m2-venda-RS823950-id-2475321404/
Apartamento para venda tem 233 metros quadrados com 3 quartos em Cabral - Curitiba - PR;Rua Quintino BocaiúvaCuritibaParaná;['410'];[3];[5];[3];3149300;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-233m2-venda-RS3149300-id-2536721232/
Apartamento para venda tem 162 metros quadrados com 3 quartos em Batel - Curitiba - PR;Avenida Sete de SetembroCuritibaParaná;['262'];[3];[2];[2];960000;950;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-162m2-venda-RS960000-id-2513928413/
APARTAMENTO com 1 dormitório à venda com 101.27m² por R$ 650.000,00 no bairro Centro - CURITIBA / PR;Rua Visconde do Rio BrancoCuritibaParaná;['101'];[1];[1];[2];650000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-56m2-venda-RS650000-id-2530700229/
APARTAMENTO com 2 dormitórios à venda com 46.78m² por R$ 170.000,00 no bairro Barreirinha - CURITIBA;Rua Maria de Lourdes KudriCuritibaParaná;['46'];[2];[1];[1];170000;297;https://www.vivareal.com.br/imovel/apartamento-2-quartos-barreirinha-bairros-curitiba-com-garagem-41m2-venda-RS170000-id-2527164588/
Curitiba - Apartamento Padrão - Bom Retiro;Avenida Desembargador Hugo SimasCuritibaParaná;['71'];[2];[2];[2];565000;;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bom-retiro-bairros-curitiba-com-garagem-71m2-venda-RS565000-id-2533905446/
Apartamento pronto morar 77 metros quadrados com 2 quartos em Alto da Rua XV - Curitiba - PR;Rua Sete de AbrilCuritibaParaná;['98'];[2];[2];[1];489900;686;https://www.vivareal.com.br/imovel/apartamento-2-quartos-alto-da-rua-xv-bairros-curitiba-com-garagem-77m2-venda-RS489900-id-2502871936/
Andar alto, linda vista, uma sacada com churrasqueira a carvão.;Rua Francisco DerossoCuritibaParaná;['101'];[2];[2];[1];278000;388;https://www.vivareal.com.br/imovel/apartamento-2-quartos-xaxim-bairros-curitiba-com-garagem-55m2-venda-RS278000-id-2527863783/
CURITIBA - Padrão - Juvevê;Rua Manoel EufrásioCuritibaParaná;['154'];[3];[3];[2];1150000;890;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-122m2-venda-RS1150000-id-2463726088/
Apartamento Duplex com 2 dormitórios à venda, 88 m² por R$ 641.900,00 - Boa Vista - Curitiba/PR;Rua João Schleder SobrinhoCuritibaParaná;['89'];[2];[2];[0];641900;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-vista-bairros-curitiba-89m2-venda-RS641900-id-2521763595/
Curitiba - Apartamento Padrão - Santo Inácio;;['71'];[3];[2];[2];511000;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-santo-inacio-bairros-curitiba-com-garagem-71m2-venda-RS511000-id-2537513295/
Apartamento ensolarado com 2 vagas;Rua PalmeirasCuritibaParaná;['165'];[3];[3];[2];580000;550;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-105m2-venda-RS580000-id-2496679279/
Curitiba - Apartamento Padrão - Rebouças;Avenida Presidente Getúlio VargasCuritibaParaná;['83'];[3];[2];[];299000;;https://www.vivareal.com.br/imovel/apartamento-3-quartos-reboucas-bairros-curitiba-73m2-venda-RS299000-id-2537158484/
CURITIBA - Apartamento Padrão - Bacacheri;;['72'];[2];[2];[1];471304;;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bacacheri-bairros-curitiba-com-garagem-72m2-venda-RS471304-id-2518688517/
Apartamento com 2 dormitórios à venda, 89 m² por R$ 520.000,00 - Bigorrilho - Curitiba/PR;Rua Martim AfonsoCuritibaParaná;['146'];[2];[2];[1];520000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-90m2-venda-RS520000-id-2537023302/
Apartamento com 3 dormitórios à venda, 107 m² por R$ 1.254.481,00 - Champagnat - Curitiba/PR;Rua Alferes Ângelo SampaioCuritibaParaná;['190'];[3];[3];[2];1254481;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-champagnat-bairros-curitiba-com-garagem-108m2-venda-RS1254481-id-2518036560/
CURITIBA - Apartamento Padrão - Santa Felicidade;;['101'];[2];[1];[1];170000;305;https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-felicidade-bairros-curitiba-com-garagem-47m2-venda-RS170000-id-2523126919/
Apartamento no Tingui para venda com 52 m² 2 quartos - Curitiba - PR;Rua Lúcio PereiraCuritibaParaná;['60'];[2];[1];[1];233000;460;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tingui-bairros-curitiba-com-garagem-52m2-venda-RS233000-id-2508846674/
Apartamento Garden com 3 dormitórios à venda, 174 m² por R$ 380.000,00 - Guaíra - Curitiba/PR;Avenida Presidente Wenceslau BrazCuritibaParaná;['200'];[3];[2];[1];380000;352;https://www.vivareal.com.br/imovel/apartamento-3-quartos-guaira-bairros-curitiba-com-garagem-174m2-venda-RS380000-id-2536009388/
Apartamento 2 quartos - PRONTO PARA MORAR!;Avenida ParanáCuritibaParaná;['120'];[2];[2];[2];619000;450;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabral-bairros-curitiba-com-garagem-72m2-venda-RS619000-id-2517250677/
Apartamento com 2 quartos à venda, 68 m² por R$ 375.000 - Portão - Curitiba/PR;Rua Carlos DietzschCuritibaParaná;['167'];[2];[1];[1];375000;400;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-68m2-venda-RS375000-id-2518994309/
Apartamento com 3 dormitórios à venda, 2 vagas, 72 m² privativos - Água Verde - Curitiba/PR;Avenida dos EstadosCuritibaParaná;['129'];[3];[2];[2];375000;383;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-73m2-venda-RS375000-id-2520731937/
Ótimo apartamento com 2 quartos na Visconde de Guarapuava;Avenida Visconde de GuarapuavaCuritibaParaná;['99'];[2];[2];[1];350000;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-com-garagem-63m2-venda-RS350000-id-2449220882/
Apartamento para Venda em Curitiba, TINGUI, 2 dormitórios, 1 banheiro, 1 vaga;Avenida Monteiro TourinhoCuritibaParaná;['64'];[2];[1];[1];230000;440;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tingui-bairros-curitiba-com-garagem-50m2-venda-RS230000-id-2521685787/
Apartamento três quartos com uma vaga no Boa Vista;Rua José MerhyCuritibaParaná;['63'];[3];[1];[1];179500;380;https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-vista-bairros-curitiba-com-garagem-56m2-venda-RS179500-id-2536402716/
!!!APPT - 02 QUARTOS !! 01 VAGA - ED OHIO - CAPÃO RASO;Rua Atílio BrunettiCuritibaParaná;['86'];[2];[1];[1];260000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-capao-raso-bairros-curitiba-com-garagem-49m2-venda-RS260000-id-2536189266/
Apartamento com 2 dormitórios à venda, 92 m² por R$ 919.500,00 - Batel - Curitiba/PR;Avenida Visconde de GuarapuavaCuritibaParaná;['136'];[2];[3];[1];919500;10;https://www.vivareal.com.br/imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-93m2-venda-RS919500-id-2510613966/
APARTAMENTO com 3 dormitórios à venda com 346.69m² por R$ 1.223.700,00 no bairro Água Verde - CURITI;Rua Professor Assis GonçalvesCuritibaParaná;['346'];[3];[2];[2];1223700;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-259m2-venda-RS1223700-id-2533987677/
Apartamento Duplex com 299m² Privativos, 5 Dormitórios e 4 Vagas no Ecoville.;Rua Haroldo Euclydes SouzaCuritibaParaná;['524'];[5];[6];[4];2899000;0;https://www.vivareal.com.br/imovel/apartamento-5-quartos-ecoville-bairros-curitiba-com-garagem-343m2-venda-RS2899000-id-1041980579/
"ASSISTA O VÍDEO - ""SEU PARAÍSO"" É A DEFINIÇÃO DESTE APARTAMENTO TOTALMENTE AUTOMATIZADO";Rua Quintino BocaiúvaCuritibaParaná;['413'];[3];[5];[4];3342100;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-228m2-venda-RS3342100-id-2536806476/
Apartamento para Venda em Curitiba, Juvevê, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Sete de AbrilCuritibaParaná;['98'];[2];[2];[1];490000;;https://www.vivareal.com.br/imovel/apartamento-2-quartos-juveve-bairros-curitiba-com-garagem-77m2-venda-RS490000-id-2520018015/
Apartamento com 04 quartos no Batel-3174-HABITEC;Rua Coronel DulcídioCuritibaParaná;['299'];[4];[5];[3];1780000;;https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-299m2-venda-RS1780000-id-2530155685/
Venda APARTAMENTO CURITIBA PR Brasil;Rua João BonatCuritibaParaná;['133'];[2];[2];[1];504900;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-novo-mundo-bairros-curitiba-com-garagem-80m2-venda-RS504900-id-2537914751/
Apartamento para venda tem 51 metros quadrados com 3 quartos em Tingui - Curitiba - PR;Rua Bernardo GlodzinskiCuritibaParaná;[];[3];[2];[1];229900;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tingui-bairros-curitiba-com-garagem-51m2-venda-RS229900-id-2537869376/
APARTAMENTO com 3 dormitórios à venda com 177m² por R$ 680.000,00 no bairro Champagnat - CURITIBA /;Rua General Aristides Athayde JúniorCuritibaParaná;['177'];[3];[3];[2];680000;600;https://www.vivareal.com.br/imovel/apartamento-3-quartos-champagnat-bairros-curitiba-com-garagem-107m2-venda-RS680000-id-2527790578/
Apartamento para venda 02 quartos, Residencial Up Life, Bairro Pinheirinho em Curitiba/PR.;Rua Reinaldo StoccoCuritibaParaná;['53'];[2];[1];[1];190000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-44m2-venda-RS190000-id-2534645409/
Curitiba - Apartamento Padrão - Cristo Rei;;['90'];[1];[2];[1];350000;550;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cristo-rei-bairros-curitiba-com-garagem-73m2-venda-RS350000-id-2536841687/
Curitiba - Apartamento Padrão - Portão;Rua Engenheiro Arthur BettesCuritibaParaná;['163'];[3];[3];[2];550000;700;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-100m2-venda-RS550000-id-2532886983/
Apartamento à venda por R$ 555.000,00 - Jardim Botânico - Curitiba/PR;Rua Engenheiro Ostoja RoguskiCuritibaParaná;['124'];[3];[2];[1];555000;490;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-botanico-bairros-curitiba-com-garagem-124m2-venda-RS555000-id-2533119007/
Apartamento à venda, 94 m² por R$ 790.745,65 - Cabral - Curitiba/PR;Rua CanadáCuritibaParaná;['164'];[3];[2];[2];790746;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-94m2-venda-RS790746-id-2521800787/
Apartamento 1 dormitório no Prado Velho!!!;Rua Jóquei ClubeCuritibaParaná;['78'];[1];[1];[2];389000;328;https://www.vivareal.com.br/imovel/apartamento-1-quartos-prado-velho-bairros-curitiba-com-garagem-43m2-venda-RS389000-id-2522473078/
CURITIBA - Apartamento Padrão - Cabral;;['103'];[2];[2];[1];369000;456;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabral-bairros-curitiba-com-garagem-60m2-venda-RS369000-id-2505698024/
Apartamento para Venda em Curitiba, Cabral, 3 dormitórios, 1 suíte, 2 banheiros, 2 vagas;Rua Abílio PeixotoCuritibaParaná;['164'];[3];[2];[2];655000;;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-81m2-venda-RS655000-id-2510317095/
Apartamento com 3 dormitórios à venda, 92 m² por R$ 760.000,00 - Mercês - Curitiba/PR;Alameda Princesa IzabelCuritibaParaná;['118'];[3];[2];[1];760000;10;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-93m2-venda-RS760000-id-2522171076/
Curitiba - Apartamento Padrão - Barigui;Avenida Cândido HartmannCuritibaParaná;['124'];[3];[2];[1];1600;635;https://www.vivareal.com.br/imovel/apartamento-3-quartos-barigui-bairros-curitiba-com-garagem-90m2-venda-RS460000-id-2516370774/
COBERTURA DUPLEX, ENSOLARADA, COM LINDA VISTA PANORÂMICA E DEFINITIVA. A 300 METROS DA AV. ARTHUR BE;;['125'];[3];[3];[2];689000;350;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-125m2-venda-RS689000-id-2521749147/
Apartamento com 4 suítes próximo ao Parque Barigui à venda;Rua Luísa DarivaCuritibaParaná;['307'];[4];[6];[4];5335235;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-campina-do-siqueira-bairros-curitiba-com-garagem-307m2-venda-RS5335235-id-2517414829/
Apartamento à venda, 82 m² por R$ 400.000,00 - Centro - Curitiba/PR;Rua da PazCuritibaParaná;['107'];[3];[3];[1];400000;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-82m2-venda-RS400000-id-2493460075/
Curitiba - Apartamento Padrão - Rebouças;;['125'];[3];[2];[2];699000;630;https://www.vivareal.com.br/imovel/apartamento-3-quartos-reboucas-bairros-curitiba-com-garagem-125m2-venda-RS699000-id-2525918210/
CURITIBA - Apartamento Padrão - São Francisco;;['337'];[3];[5];[3];1680000;;https://www.vivareal.com.br/imovel/apartamento-3-quartos-sao-francisco-bairros-curitiba-com-garagem-207m2-venda-RS1680000-id-2514854751/
Apartamento para venda tem 61 metros quadrados com 2 quartos em Rebouças - Curitiba - PR;Avenida Silva JardimCuritibaParaná;['103'];[2];[2];[1];390000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-reboucas-bairros-curitiba-com-garagem-61m2-venda-RS390000-id-2514172885/
CURITIBA - Apartamento Padrão - Ecoville;;['100'];[2];[2];[1];646522;;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ecoville-bairros-curitiba-com-garagem-75m2-venda-RS646522-id-2535751773/
Curitiba - Apartamento Padrão - Pinheirinho;;['56'];[2];[1];[1];199000;316;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-47m2-venda-RS199000-id-2536416273/
Apartamento 2 quartos com suíte em Bigorrilho - Curitiba - PR;Rua Frederico CantarelliCuritibaParaná;['113'];[2];[2];[1];599900;600;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-72m2-venda-RS599900-id-2530883686/
APARTAMENTO A VENDA NO CENTRO;Rua Lamenha LinsCuritibaParaná;['262'];[3];[4];[2];1820000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-138m2-venda-RS1820000-id-2528887347/
Apartamento para venda com 108 metros quadrados com 3 quartos em Água Verde - Curitiba - PR;Rua Marquês do ParanáCuritibaParaná;['140'];[3];[2];[2];1150000;522;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-108m2-venda-RS1150000-id-2529805194/
Apartamento com 3 dormitórios à venda, 121 m² por R$ 917.490,00 - Cabral - Curitiba/PR;Rua Rocha PomboCuritibaParaná;['121'];[3];[2];[3];917490;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-121m2-venda-RS917490-id-2529690441/
Apartamento Garden com 2 dormitórios 81m² à venda;Rua Desembargador MottaCuritibaParaná;['115'];[2];[2];[2];475000;400;https://www.vivareal.com.br/imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-81m2-venda-RS475000-id-2470827887/
Apartamento para Venda em Curitiba, Portão, 1 dormitório, 1 suíte, 1 banheiro, 1 vaga;Rua Theodoro SchneiderCuritibaParaná;['46'];[1];[1];[1];172000;180;https://www.vivareal.com.br/imovel/apartamento-1-quartos-portao-bairros-curitiba-com-garagem-28m2-venda-RS172000-id-2490166910/
Apartamento residencial para venda, Centro, Curitiba - AP7838.;Rua Brigadeiro FrancoCuritibaParaná;['69'];[2];[1];[1];501000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-69m2-venda-RS501000-id-2494102408/
Apartamento Duplex com 2 dormitórios à venda, 91 m² por R$ 300.000 - Rua Itajubá, 810Portão - Curiti;Rua ItajubáCuritibaParaná;['136'];[2];[2];[1];300000;420;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-91m2-venda-RS300000-id-2532071875/
HELBOR VISIONIST | 03 Dormitórios próximo ao Club Graciosa no Cabral;Avenida ParanáCuritibaParaná;['112'];[3];[2];[2];712000;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-86m2-venda-RS712000-id-2525681296/
CURITIBA - Apartamento Padrão - Tingui;;['83'];[2];[1];[1];234600;;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tingui-bairros-curitiba-com-garagem-43m2-venda-RS234600-id-2530720605/
CURITIBA - Apartamento Padrão - Santa Felicidade;;['41'];[2];[1];[1];151900;150;https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-felicidade-bairros-curitiba-com-garagem-41m2-venda-RS151900-id-2514534641/
Apto 2 quartos Portao Av Kennedy;Rua MonteseCuritibaParaná;['54'];[2];[1];[1];215000;200;https://www.vivareal.com.br/imovel/apartamento-2-quartos-parolin-bairros-curitiba-com-garagem-54m2-venda-RS215000-id-2534722881/
Apartamento com 2 quartos à venda, 81 m² por R$ 823.777 - Vila Izabel - Curitiba/PR;Rua Professor Ulisses VieiraCuritibaParaná;['105'];[2];[1];[1];823777;300;https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-izabel-bairros-curitiba-com-garagem-82m2-venda-RS823777-id-2519256186/
CURITIBA - Padrão - Cristo Rei;;['137'];[4];[3];[1];490000;685;https://www.vivareal.com.br/imovel/apartamento-4-quartos-cristo-rei-bairros-curitiba-com-garagem-91m2-venda-RS490000-id-2530358712/
APARTAMENTO com 3 dormitórios à venda com 115m² por R$ 550.000,00 no bairro Juvevê - CURITIBA / PR;Rua Simão BolivarCuritibaParaná;['115'];[3];[2];[1];550000;625;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-92m2-venda-RS550000-id-2527163743/
